ItemNumber,StoreNumber,CurrentPrice,Approval,Strategy
1437,10,63.99,Approved,B
543,2,19.99,Approved,B
543,1,19.99,Approved,B
543,3,19.99,Approved,B
543,4,19.99,Approved,B
543,5,19.99,Approved,B
1675,3,19.99,Approved,B
1675,2,19.99,Approved,B
1442,3,5.49,Approved,B
1442,1,5.49,Approved,B
1442,4,5.49,Approved,B
265,2,6.99,Approved,A
265,3,6.99,Approved,A
265,1,6.99,Approved,A
265,4,6.99,Approved,A
265,10,7.99,Approved,A
1285,6,6.99,Approved,B
1742,6,8.49,Approved,A
1742,10,8.99,Approved,A
274,5,13.49,Approved,C
948,6,13.49,Approved,A
545,5,8.99,Approved,A
661,10,12.99,Approved,A
844,6,8.29,Approved,C
1006,6,4.99,Approved,B
1100,6,10.99,Approved,A
1446,5,29.99,Approved,B
1447,6,34.99,Approved,A
919,6,19.99,Approved,A
1226,6,14.29,Approved,C
1233,7,12.29,Approved,B
1233,8,12.29,Approved,B
1233,9,12.29,Approved,B
735,6,57.99,Approved,A
735,10,59.99,Approved,A
942,6,13.49,Approved,A
1662,10,15.79,Approved,B
72,6,10.99,Approved,A
72,10,11.49,Approved,A
1244,6,12.99,Approved,B
1244,7,10.99,Approved,B
1244,8,10.99,Approved,B
441,6,18.49,Approved,D
441,10,18.99,Approved,D
1567,5,53.99,Approved,A
96,7,8.99,Approved,A
96,8,8.99,Approved,A
96,9,8.99,Approved,A
367,6,12.99,Approved,A
1189,6,10.99,Approved,A
730,6,11.29,Approved,C
1833,6,8.79,Approved,A
184,6,15.79,Approved,B
184,10,14.99,Approved,B
420,6,11.99,Approved,B
436,6,8.49,Approved,B
1691,5,19.99,Approved,D
1083,5,29.99,Approved,C
46,6,14.99,Approved,B
46,10,16.99,Approved,B
319,6,29.49,Approved,B
283,5,9.99,Approved,B
813,8,17.99,Approved,B
813,9,17.99,Approved,B
812,6,43.49,Approved,A
812,10,49.99,Approved,A
721,10,11.99,Approved,A
1437,6,49.49,Approved,B
543,6,19.99,Approved,B
543,10,17.99,Approved,B
1675,6,17.99,Approved,B
265,6,8.99,Approved,A
1635,6,14.49,Approved,B
578,10,6.99,Approved,A
678,6,10.79,Approved,A
678,10,10.99,Approved,A
1358,6,10.99,Approved,B
1358,10,10.49,Approved,B
122,6,17.49,Approved,A
122,10,15.99,Approved,A
1479,6,15.49,Approved,B
1479,10,13.99,Approved,B
1778,6,29.99,Approved,B
929,6,59.99,Approved,B
1372,6,12.99,Approved,A
1372,10,9.99,Approved,A
1932,6,5.99,Approved,B
1932,10,4.99,Approved,B
1600,5,9.79,Approved,A
862,6,11.49,Approved,C
458,2,11.99,Approved,A
458,3,11.99,Approved,A
458,1,11.99,Approved,A
458,5,14.49,Approved,A
1749,3,7.29,Approved,A
1749,2,7.29,Approved,A
1749,10,7.49,Approved,A
70,4,26.49,Approved,C
1094,1,24.99,Approved,A
1094,4,24.99,Approved,A
1094,3,24.99,Approved,A
1094,2,24.99,Approved,A
1094,5,24.99,Approved,A
860,2,32.99,Approved,B
860,3,32.99,Approved,B
860,1,32.99,Approved,B
860,5,29.99,Approved,B
311,1,19.99,Approved,C
311,4,19.99,Approved,C
311,2,19.99,Approved,C
311,5,18.99,Approved,C
388,4,10.99,Approved,A
388,3,10.99,Approved,A
388,2,10.99,Approved,A
388,1,10.99,Approved,A
388,10,10.99,Approved,A
389,9,9.99,Approved,C
389,7,9.99,Approved,C
389,8,9.99,Approved,C
390,2,5.99,Approved,B
390,3,5.99,Approved,B
390,4,5.99,Approved,B
390,1,5.99,Approved,B
390,5,5.99,Approved,B
1618,4,17.99,Approved,A
1618,2,17.99,Approved,A
1618,3,17.99,Approved,A
119,1,16.99,Approved,A
119,2,16.99,Approved,A
119,3,16.99,Approved,A
119,10,15.99,Approved,A
1467,5,10.99,Approved,C
1553,2,7.99,Approved,A
1553,5,7.99,Approved,A
1552,3,4.79,Approved,A
1552,2,4.79,Approved,A
1552,1,4.79,Approved,A
1552,10,5.99,Approved,A
1779,2,38.99,Approved,D
1779,1,38.99,Approved,D
1779,3,38.99,Approved,D
1779,4,38.99,Approved,D
1779,10,54.99,Approved,D
504,2,9.99,Approved,B
504,1,9.99,Approved,B
504,3,9.99,Approved,B
504,4,9.99,Approved,B
504,5,11.29,Approved,B
794,2,13.99,Approved,A
794,1,13.99,Approved,A
794,3,13.99,Approved,A
794,4,13.99,Approved,A
343,1,12.99,Approved,C
343,4,12.99,Approved,C
343,2,12.99,Approved,C
343,5,17.49,Approved,C
836,4,14.99,Approved,B
836,3,14.99,Approved,B
836,1,14.99,Approved,B
836,5,14.99,Approved,B
1598,4,19.99,Approved,A
1598,2,19.99,Approved,A
1598,3,19.99,Approved,A
1598,1,19.99,Approved,A
1241,1,15.49,Approved,D
1241,3,15.49,Approved,D
1241,4,15.49,Approved,D
1241,5,16.49,Approved,D
1329,2,17.49,Approved,A
1329,5,20.49,Approved,A
1329,10,22.49,Approved,A
1946,3,9.49,Approved,A
1946,1,9.49,Approved,A
1946,2,9.49,Approved,A
1947,3,7.99,Approved,A
1947,5,8.99,Approved,A
1507,3,8.29,Approved,B
1508,2,7.79,Approved,A
1508,3,7.79,Approved,A
1508,1,7.79,Approved,A
1508,4,7.79,Approved,A
1508,5,7.99,Approved,A
1952,2,14.99,Approved,B
1952,5,16.49,Approved,B
1252,4,18.99,Approved,B
1252,2,18.99,Approved,B
1252,3,18.99,Approved,B
1252,1,18.99,Approved,B
1252,5,22.99,Approved,B
1141,2,11.99,Approved,B
1141,4,11.99,Approved,B
1141,5,13.99,Approved,B
1119,1,13.99,Approved,B
1119,4,13.99,Approved,B
1119,3,13.99,Approved,B
1119,5,14.99,Approved,B
1702,1,14.99,Approved,B
1702,4,14.99,Approved,B
1702,2,14.99,Approved,B
1702,3,14.99,Approved,B
1702,5,18.49,Approved,B
818,4,14.99,Approved,A
818,2,14.99,Approved,A
818,5,14.99,Approved,A
858,2,35.99,Approved,A
858,3,35.99,Approved,A
858,1,35.99,Approved,A
858,5,38.49,Approved,A
1717,1,26.99,Approved,A
1717,4,26.99,Approved,A
1717,2,26.99,Approved,A
1717,3,26.99,Approved,A
1717,5,34.99,Approved,A
685,3,79.99,Approved,A
685,1,79.99,Approved,A
685,4,79.99,Approved,A
685,2,79.99,Approved,A
1374,4,15.49,Approved,B
1420,1,54.99,Approved,C
1420,4,54.99,Approved,C
1420,3,54.99,Approved,C
1420,5,51.99,Approved,C
1922,4,35.99,Approved,A
1922,2,35.99,Approved,A
1922,3,35.99,Approved,A
1922,1,35.99,Approved,A
1922,5,41.49,Approved,A
51,2,15.29,Approved,D
51,3,15.29,Approved,D
51,1,15.29,Approved,D
51,4,15.29,Approved,D
44,4,15.29,Approved,A
44,2,15.29,Approved,A
44,5,15.49,Approved,A
571,4,7.49,Approved,B
571,3,7.49,Approved,B
571,5,7.29,Approved,B
823,1,12.99,Approved,B
763,6,7.79,Approved,B
1896,5,12.29,Approved,C
1309,5,99.99,Approved,D
1831,6,12.29,Approved,A
368,5,12.99,Approved,A
1186,6,10.99,Approved,A
1186,10,12.99,Approved,A
58,6,5.79,Approved,B
114,6,7.99,Approved,D
114,10,6.99,Approved,D
186,5,11.99,Approved,A
220,6,4.99,Approved,B
220,10,4.49,Approved,B
424,6,7.49,Approved,A
424,10,7.99,Approved,A
903,6,6.99,Approved,A
1730,6,11.99,Approved,C
1771,1,5.99,Approved,C
1771,4,5.99,Approved,C
1771,2,5.99,Approved,C
1771,3,5.99,Approved,C
1771,5,5.49,Approved,C
1772,5,4.79,Approved,A
1198,6,10.99,Approved,B
982,6,16.49,Approved,A
1222,6,16.49,Approved,C
1838,6,29.49,Approved,A
850,6,9.99,Approved,D
1105,6,15.99,Approved,A
1232,6,14.29,Approved,D
1799,6,10.99,Approved,B
388,6,10.49,Approved,A
389,6,6.99,Approved,C
389,10,9.99,Approved,C
390,6,5.99,Approved,B
390,10,6.79,Approved,B
1618,6,17.99,Approved,A
1467,6,10.99,Approved,C
1779,5,49.99,Approved,D
504,6,11.29,Approved,B
794,6,17.99,Approved,A
794,10,17.99,Approved,A
343,6,17.49,Approved,C
343,10,13.49,Approved,C
836,6,14.99,Approved,B
836,10,14.99,Approved,B
1598,6,22.49,Approved,A
1598,10,20.99,Approved,A
1110,5,23.99,Approved,A
1329,6,20.99,Approved,A
1507,6,8.49,Approved,B
1508,6,7.99,Approved,A
1508,10,8.49,Approved,A
1141,6,14.49,Approved,B
1119,6,14.99,Approved,B
818,6,14.99,Approved,A
818,10,14.99,Approved,A
1751,6,8.49,Approved,C
1640,5,24.99,Approved,B
1997,10,41.99,Approved,C
810,6,18.99,Approved,A
810,10,16.79,Approved,A
722,5,11.99,Approved,D
1314,6,57.99,Approved,B
856,6,49.99,Approved,A
856,10,54.99,Approved,A
1749,6,6.99,Approved,A
860,6,29.99,Approved,B
860,10,31.99,Approved,B
51,5,15.49,Approved,D
1074,6,24.99,Approved,A
1074,10,23.99,Approved,A
1561,6,13.49,Approved,C
1561,10,13.49,Approved,C
1562,10,13.99,Approved,B
1661,5,37.99,Approved,B
1869,6,6.49,Approved,B
1869,10,6.99,Approved,B
526,6,4.29,Approved,A
1722,10,12.99,Approved,B
823,4,12.99,Approved,B
823,3,12.99,Approved,B
823,5,11.99,Approved,B
1074,2,19.99,Approved,A
1074,1,19.99,Approved,A
1074,4,19.99,Approved,A
1074,5,24.99,Approved,A
1072,2,9.99,Approved,A
1072,3,9.99,Approved,A
1072,1,9.99,Approved,A
1072,4,9.99,Approved,A
1072,5,9.99,Approved,A
1561,1,12.99,Approved,C
1561,2,12.99,Approved,C
1561,4,12.99,Approved,C
1561,5,14.99,Approved,C
1562,2,14.99,Approved,B
1562,3,14.99,Approved,B
1562,1,14.99,Approved,B
1562,5,14.99,Approved,B
1661,2,37.99,Approved,B
1661,3,37.99,Approved,B
1661,1,37.99,Approved,B
1661,4,37.99,Approved,B
1661,10,37.99,Approved,B
1869,1,7.49,Approved,B
1869,4,7.49,Approved,B
1869,2,7.49,Approved,B
1869,3,7.49,Approved,B
1869,5,6.49,Approved,B
526,5,4.29,Approved,A
1722,3,14.99,Approved,B
1722,2,14.99,Approved,B
1722,1,14.99,Approved,B
1722,4,14.99,Approved,B
1894,2,30.99,Approved,A
1894,3,30.99,Approved,A
1894,1,30.99,Approved,A
1894,4,30.99,Approved,A
1894,5,31.99,Approved,A
759,8,5.29,Approved,B
759,9,5.29,Approved,B
757,7,6.99,Approved,A
757,8,6.99,Approved,A
757,9,6.99,Approved,A
1448,7,9.99,Approved,C
1586,9,15.99,Approved,C
1585,9,29.99,Approved,D
1585,8,29.99,Approved,D
1585,7,29.99,Approved,D
1465,7,46.99,Approved,B
1465,8,46.99,Approved,B
1465,9,46.99,Approved,B
1466,9,16.99,Approved,A
1466,7,16.99,Approved,A
1466,8,16.99,Approved,A
1569,7,23.49,Approved,B
1569,8,23.49,Approved,B
357,7,13.99,Approved,B
357,8,13.99,Approved,B
357,9,13.99,Approved,B
1187,7,12.49,Approved,A
1187,8,12.49,Approved,A
1187,9,12.49,Approved,A
1193,7,12.49,Approved,B
1193,8,12.49,Approved,B
1193,9,12.49,Approved,B
872,7,7.99,Approved,C
872,8,7.99,Approved,C
872,9,7.99,Approved,C
871,7,7.99,Approved,C
731,8,11.99,Approved,A
731,9,11.99,Approved,A
1653,7,12.79,Approved,A
1653,8,12.79,Approved,A
1653,9,12.79,Approved,A
55,7,6.79,Approved,B
55,8,6.79,Approved,B
56,7,5.99,Approved,D
56,8,5.99,Approved,D
56,9,5.99,Approved,D
332,9,6.99,Approved,D
332,7,6.99,Approved,D
332,8,6.99,Approved,D
334,9,36.99,Approved,B
334,7,36.99,Approved,B
334,8,36.99,Approved,B
329,9,6.99,Approved,B
329,8,6.99,Approved,B
198,7,4.99,Approved,A
198,9,4.99,Approved,A
902,9,6.99,Approved,B
902,8,6.99,Approved,B
902,7,6.99,Approved,B
1042,9,51.99,Approved,D
1042,8,51.99,Approved,D
1043,8,31.99,Approved,A
1043,9,31.99,Approved,A
1713,9,54.99,Approved,D
1713,7,54.99,Approved,D
1727,7,25.99,Approved,B
1727,8,25.99,Approved,B
1727,9,25.99,Approved,B
1728,8,17.99,Approved,B
1741,1,5.99,Approved,A
1741,4,5.99,Approved,A
1741,2,5.99,Approved,A
1741,10,6.49,Approved,A
1744,9,4.99,Approved,A
1753,7,8.99,Approved,C
1753,8,8.99,Approved,C
1755,9,4.49,Approved,C
1755,7,4.49,Approved,C
1750,8,7.49,Approved,A
1750,9,7.49,Approved,A
381,7,13.49,Approved,B
546,7,7.49,Approved,C
546,9,7.49,Approved,C
546,8,7.49,Approved,C
549,7,7.49,Approved,B
549,9,7.49,Approved,B
549,8,7.49,Approved,B
847,8,9.49,Approved,C
847,9,9.49,Approved,C
1011,7,29.99,Approved,A
1011,8,29.99,Approved,A
1011,9,29.99,Approved,A
1099,6,19.99,Approved,C
1099,10,15.49,Approved,C
1369,7,18.49,Approved,D
1369,8,18.49,Approved,D
1886,7,45.99,Approved,A
1886,8,45.99,Approved,A
1892,8,149.99,Approved,A
1892,9,149.99,Approved,A
758,1,7.49,Approved,A
758,2,7.49,Approved,A
759,4,4.99,Approved,B
759,3,4.99,Approved,B
759,2,4.99,Approved,B
759,5,6.49,Approved,B
757,2,4.99,Approved,A
757,3,4.99,Approved,A
757,1,4.99,Approved,A
757,4,4.99,Approved,A
757,5,6.29,Approved,A
1620,3,4.99,Approved,A
1620,4,4.99,Approved,A
1448,1,8.99,Approved,C
1448,4,8.99,Approved,C
1448,3,8.99,Approved,C
1448,2,8.99,Approved,C
1448,10,9.99,Approved,C
1584,1,8.29,Approved,B
1584,2,8.29,Approved,B
1586,4,16.99,Approved,C
1586,2,16.99,Approved,C
1586,1,16.99,Approved,C
1586,5,18.99,Approved,C
1585,4,30.99,Approved,D
1585,3,30.99,Approved,D
1585,2,30.99,Approved,D
1585,1,30.99,Approved,D
1585,5,39.99,Approved,D
1464,1,48.99,Approved,B
1464,4,48.99,Approved,B
1464,3,48.99,Approved,B
1464,2,48.99,Approved,B
1464,10,39.99,Approved,B
1465,4,49.99,Approved,B
1465,3,49.99,Approved,B
1465,2,49.99,Approved,B
1465,10,39.99,Approved,B
1466,3,16.49,Approved,A
1466,2,16.49,Approved,A
1466,4,16.49,Approved,A
1569,1,20.99,Approved,B
1569,3,20.99,Approved,B
1569,4,20.99,Approved,B
1569,2,20.99,Approved,B
1569,5,22.49,Approved,B
356,2,13.99,Approved,C
356,3,13.99,Approved,C
357,2,13.99,Approved,B
357,4,13.99,Approved,B
357,5,12.99,Approved,B
1187,1,11.49,Approved,A
1187,3,11.49,Approved,A
1187,2,11.49,Approved,A
1187,5,10.99,Approved,A
1193,2,11.99,Approved,B
1193,3,11.99,Approved,B
1193,1,11.99,Approved,B
1193,10,12.99,Approved,B
872,2,6.99,Approved,C
872,3,6.99,Approved,C
872,1,6.99,Approved,C
872,4,6.99,Approved,C
871,2,7.99,Approved,C
871,5,8.49,Approved,C
731,5,11.29,Approved,A
1653,1,9.49,Approved,A
1653,4,9.49,Approved,A
1653,3,9.49,Approved,A
1653,2,9.49,Approved,A
1653,10,12.99,Approved,A
55,3,5.99,Approved,B
55,2,5.99,Approved,B
55,5,5.79,Approved,B
56,4,5.49,Approved,D
56,2,5.49,Approved,D
56,5,4.99,Approved,D
332,4,6.49,Approved,D
332,3,6.49,Approved,D
332,2,6.49,Approved,D
332,1,6.49,Approved,D
332,5,5.99,Approved,D
334,3,29.49,Approved,B
334,1,29.49,Approved,B
334,2,29.49,Approved,B
334,4,29.49,Approved,B
334,5,28.99,Approved,B
329,3,6.99,Approved,B
329,1,6.99,Approved,B
329,4,6.99,Approved,B
329,5,5.99,Approved,B
198,2,4.29,Approved,A
902,5,6.99,Approved,B
1042,4,49.99,Approved,D
1042,3,49.99,Approved,D
1042,2,49.99,Approved,D
1042,5,49.99,Approved,D
1043,4,27.99,Approved,A
1043,3,27.99,Approved,A
1043,1,27.99,Approved,A
1713,2,49.99,Approved,D
1713,3,49.99,Approved,D
1713,10,44.99,Approved,D
1727,2,22.99,Approved,B
1727,3,22.99,Approved,B
1727,4,22.99,Approved,B
1727,5,19.99,Approved,B
1728,4,12.99,Approved,B
1728,3,12.99,Approved,B
1728,1,12.99,Approved,B
1728,5,13.99,Approved,B
1729,3,19.99,Approved,B
1729,2,19.99,Approved,B
1744,5,4.49,Approved,A
1753,3,7.99,Approved,C
1753,1,7.99,Approved,C
1753,2,7.99,Approved,C
1753,4,7.99,Approved,C
1753,5,8.49,Approved,C
1755,4,4.49,Approved,C
1755,3,4.49,Approved,C
1755,2,4.49,Approved,C
1755,1,4.49,Approved,C
1750,1,6.99,Approved,A
1750,4,6.99,Approved,A
1750,2,6.99,Approved,A
1750,3,6.99,Approved,A
1750,10,7.49,Approved,A
1843,2,17.99,Approved,A
1843,3,17.99,Approved,A
1843,1,17.99,Approved,A
1843,4,17.99,Approved,A
381,1,11.89,Approved,B
381,4,11.89,Approved,B
381,10,13.49,Approved,B
796,4,12.29,Approved,A
796,5,11.99,Approved,A
1259,2,6.99,Approved,B
1259,3,6.99,Approved,B
1259,1,6.99,Approved,B
1259,4,6.99,Approved,B
1259,5,6.29,Approved,B
546,4,6.99,Approved,C
546,3,6.99,Approved,C
546,1,6.99,Approved,C
546,10,7.49,Approved,C
547,2,9.99,Approved,B
547,3,9.99,Approved,B
547,1,9.99,Approved,B
547,5,11.29,Approved,B
549,3,6.99,Approved,B
549,2,6.99,Approved,B
549,1,6.99,Approved,B
549,5,6.99,Approved,B
846,6,10.49,Approved,B
846,10,11.99,Approved,B
847,4,9.49,Approved,C
847,2,9.49,Approved,C
847,5,8.49,Approved,C
1011,3,29.99,Approved,A
1011,4,29.99,Approved,A
1369,4,16.99,Approved,D
1369,2,16.99,Approved,D
1369,3,16.99,Approved,D
1369,1,16.99,Approved,D
1369,10,17.99,Approved,D
1883,1,29.99,Approved,B
1883,4,29.99,Approved,B
1883,2,29.99,Approved,B
1883,3,29.99,Approved,B
1886,1,45.99,Approved,A
1886,4,45.99,Approved,A
1886,2,45.99,Approved,A
1886,3,45.99,Approved,A
1886,10,46.99,Approved,A
1892,2,139.99,Approved,A
1892,3,139.99,Approved,A
1892,4,139.99,Approved,A
1892,5,139.99,Approved,A
1230,2,4.99,Approved,A
1230,4,4.99,Approved,A
1230,5,5.99,Approved,A
758,6,8.99,Approved,A
1584,6,8.79,Approved,B
1585,6,39.99,Approved,D
1585,10,29.99,Approved,D
1464,5,47.99,Approved,B
1569,10,23.49,Approved,B
357,10,14.49,Approved,B
1193,6,10.99,Approved,B
731,6,11.29,Approved,A
731,10,11.49,Approved,A
1653,6,12.29,Approved,A
55,6,5.79,Approved,B
55,10,6.79,Approved,B
332,6,6.29,Approved,D
332,10,6.99,Approved,D
488,5,10.99,Approved,A
1043,6,29.99,Approved,A
1043,10,31.99,Approved,A
1713,6,49.99,Approved,D
1728,10,16.99,Approved,B
1755,6,3.99,Approved,C
1755,10,4.49,Approved,C
1750,6,6.99,Approved,A
1843,6,19.99,Approved,A
1259,6,6.29,Approved,B
546,5,6.99,Approved,C
547,6,11.29,Approved,B
547,10,8.99,Approved,B
846,8,11.99,Approved,B
846,9,11.99,Approved,B
846,7,11.99,Approved,B
847,6,8.49,Approved,C
847,10,9.49,Approved,C
1098,6,13.99,Approved,A
1099,4,13.99,Approved,C
1099,2,13.99,Approved,C
1099,3,13.99,Approved,C
1099,1,13.99,Approved,C
1099,5,19.99,Approved,C
1369,5,17.99,Approved,D
1883,5,33.99,Approved,B
1886,6,47.99,Approved,A
1230,6,6.29,Approved,A
1230,10,8.29,Approved,A
1613,6,14.99,Approved,A
1612,6,52.99,Approved,B
1612,10,55.99,Approved,B
1798,5,6.49,Approved,A
1803,6,10.99,Approved,D
1163,7,12.99,Approved,C
1163,8,12.99,Approved,C
1880,6,4.99,Approved,A
1880,10,5.49,Approved,A
927,6,29.99,Approved,D
1451,6,16.49,Approved,B
1450,6,12.99,Approved,D
1450,10,14.99,Approved,D
1030,6,19.49,Approved,D
1030,10,19.99,Approved,D
642,6,17.99,Approved,A
1645,6,37.99,Approved,D
638,6,17.99,Approved,D
638,10,16.99,Approved,D
277,6,10.99,Approved,A
1745,6,8.99,Approved,B
916,6,53.99,Approved,C
916,10,59.99,Approved,C
1028,5,10.79,Approved,C
1027,6,10.99,Approved,A
117,6,11.29,Approved,A
1550,6,7.99,Approved,D
1550,10,7.99,Approved,D
887,6,13.49,Approved,B
1242,5,19.99,Approved,A
1328,6,17.49,Approved,A
1328,10,13.99,Approved,A
1253,6,10.99,Approved,A
1253,10,8.99,Approved,A
1650,6,57.99,Approved,B
1650,10,57.99,Approved,B
1701,5,13.99,Approved,C
762,6,6.49,Approved,A
1572,6,42.99,Approved,B
1572,10,42.99,Approved,B
27,6,16.49,Approved,A
27,10,16.49,Approved,A
49,5,15.49,Approved,C
52,6,14.99,Approved,C
1230,7,8.29,Approved,A
1230,8,8.29,Approved,A
1230,9,8.29,Approved,A
1614,7,16.99,Approved,B
1614,8,16.99,Approved,B
1612,7,52.99,Approved,B
1612,8,52.99,Approved,B
1612,9,52.99,Approved,B
1028,9,8.99,Approved,C
1028,7,8.99,Approved,C
117,7,11.99,Approved,A
117,8,11.99,Approved,A
117,9,11.99,Approved,A
1550,9,7.99,Approved,D
1550,7,7.99,Approved,D
1550,8,7.99,Approved,D
1551,9,15.99,Approved,B
1551,8,15.99,Approved,B
1551,7,15.99,Approved,B
887,7,14.49,Approved,B
887,9,14.49,Approved,B
1242,7,18.99,Approved,A
1242,8,18.99,Approved,A
1242,9,18.99,Approved,A
1327,7,22.99,Approved,B
1327,8,22.99,Approved,B
1327,9,22.99,Approved,B
1324,9,18.99,Approved,B
1328,7,13.99,Approved,A
1253,9,8.99,Approved,A
1253,7,8.99,Approved,A
1253,8,8.99,Approved,A
1650,7,57.99,Approved,B
1650,9,57.99,Approved,B
1080,7,9.99,Approved,B
1080,8,9.99,Approved,B
267,7,7.79,Approved,C
267,8,7.79,Approved,C
1880,7,5.49,Approved,A
1880,8,5.49,Approved,A
1880,9,5.49,Approved,A
40,7,17.99,Approved,B
40,8,17.99,Approved,B
1721,7,23.99,Approved,A
1721,8,23.99,Approved,A
1721,9,23.99,Approved,A
1451,8,17.49,Approved,B
1456,7,14.99,Approved,B
1456,9,14.99,Approved,B
1456,8,14.99,Approved,B
1450,8,14.99,Approved,D
1142,7,21.99,Approved,A
1142,8,21.99,Approved,A
1142,9,21.99,Approved,A
1030,7,21.99,Approved,D
1030,9,21.99,Approved,D
1783,9,23.99,Approved,A
1783,8,23.99,Approved,A
169,8,13.99,Approved,A
169,7,13.99,Approved,A
642,9,19.99,Approved,A
1645,8,42.99,Approved,D
1645,9,42.99,Approved,D
1645,7,42.99,Approved,D
530,7,7.99,Approved,B
530,9,7.99,Approved,B
530,8,7.99,Approved,B
638,7,17.99,Approved,D
638,9,17.99,Approved,D
638,8,17.99,Approved,D
277,7,9.99,Approved,A
277,9,9.99,Approved,A
277,8,9.99,Approved,A
1745,7,7.99,Approved,B
1745,9,7.99,Approved,B
1745,8,7.99,Approved,B
1803,8,11.99,Approved,D
27,9,16.99,Approved,A
49,7,17.99,Approved,C
49,8,17.99,Approved,C
49,9,17.99,Approved,C
52,9,17.99,Approved,C
52,8,17.99,Approved,C
52,7,17.99,Approved,C
569,7,6.49,Approved,B
833,9,13.99,Approved,C
833,8,13.99,Approved,C
833,7,13.99,Approved,C
862,10,13.99,Approved,C
955,10,13.99,Approved,D
679,5,62.99,Approved,C
268,6,10.99,Approved,B
268,10,9.49,Approved,B
734,7,169.99,Approved,B
735,7,61.99,Approved,A
735,8,61.99,Approved,A
735,9,61.99,Approved,A
942,9,9.99,Approved,A
959,9,54.99,Approved,A
959,7,54.99,Approved,A
1463,8,13.99,Approved,B
1463,7,13.99,Approved,B
1463,9,13.99,Approved,B
1662,9,15.79,Approved,B
1664,9,9.99,Approved,A
1664,8,9.99,Approved,A
72,9,11.99,Approved,A
72,7,11.99,Approved,A
1247,8,7.99,Approved,B
656,7,154.99,Approved,A
656,8,154.99,Approved,A
656,9,154.99,Approved,A
441,7,18.99,Approved,D
441,8,18.99,Approved,D
1567,8,54.99,Approved,A
1567,9,54.99,Approved,A
1567,7,54.99,Approved,A
1082,7,8.99,Approved,A
1082,9,8.99,Approved,A
941,7,11.99,Approved,A
941,9,11.99,Approved,A
367,7,13.99,Approved,A
367,8,13.99,Approved,A
367,9,13.99,Approved,A
1189,7,12.49,Approved,A
1189,8,12.49,Approved,A
1189,9,12.49,Approved,A
878,7,7.99,Approved,B
878,9,7.99,Approved,B
878,8,7.99,Approved,B
730,7,11.99,Approved,C
730,8,11.99,Approved,C
730,9,11.99,Approved,C
184,9,14.99,Approved,B
184,8,14.99,Approved,B
184,7,14.99,Approved,B
1344,7,9.29,Approved,B
420,7,12.69,Approved,B
420,8,12.69,Approved,B
1285,8,5.99,Approved,B
1285,9,5.99,Approved,B
1742,9,8.99,Approved,A
1742,8,8.99,Approved,A
1742,7,8.99,Approved,A
1770,7,8.49,Approved,C
1770,8,8.49,Approved,C
1770,9,8.49,Approved,C
1014,7,14.49,Approved,C
1014,8,14.49,Approved,C
948,7,14.99,Approved,A
947,8,12.49,Approved,A
545,1,8.49,Approved,A
545,2,8.49,Approved,A
545,4,8.49,Approved,A
545,6,8.99,Approved,A
545,10,8.99,Approved,A
661,7,11.99,Approved,A
661,9,11.99,Approved,A
1006,7,6.29,Approved,B
1006,9,6.29,Approved,B
1006,8,6.29,Approved,B
1100,7,10.99,Approved,A
1100,9,10.99,Approved,A
1102,7,12.49,Approved,A
1102,8,12.49,Approved,A
1102,9,12.49,Approved,A
1447,8,44.99,Approved,A
1447,9,44.99,Approved,A
1625,7,34.99,Approved,B
1625,8,34.99,Approved,B
